x,y1,y2,y3,y4
-14.1,-33.24181,-5606.4214,70.17679,581.0774
-14.0,-33.29416,-5487.769,70.22683,575.8053
-13.9,-32.72805,-5371.6816,69.43574,571.13666
-13.8,-32.526947,-5255.821,68.60188,566.3959
-13.7,-32.45094,-5142.795,68.74255,561.03595
-13.6,-31.849997,-5030.4355,68.35372,556.2663
-13.5,-32.244804,-4920.703,67.73159,551.54333
-13.4,-31.957684,-4812.3184,66.925995,546.6632
-13.3,-31.222588,-4705.697,66.205765,542.0325
-13.2,-31.700188,-4600.0312,66.42424,537.823
-13.1,-31.349499,-4495.9175,65.013306,533.14484
-13.0,-31.181704,-4393.7085,65.486694,527.66205
-12.9,-31.103903,-4292.896,64.773705,523.65027
-12.8,-30.668179,-4194.0903,64.3549,518.6388
-12.7,-29.952919,-4096.727,63.940884,514.0796
-12.6,-30.39532,-4000.2625,63.262947,509.94046
-12.5,-29.5142,-3906.2222,62.453575,505.04733
-12.4,-29.426748,-3812.7644,61.962837,501.2644
-12.3,-29.499407,-3722.2283,61.43507,495.91702
-12.2,-29.719887,-3631.6328,60.530895,492.35406
-12.1,-29.37747,-3543.248,60.653362,487.40894
-12.0,-29.18442,-3455.66,59.83143,482.74817
-11.9,-28.35507,-3369.889,59.422935,478.74515
-11.8,-28.5415,-3286.0764,58.90017,474.29782
-11.7,-28.620937,-3203.0173,58.77393,469.8487
-11.6,-27.965359,-3121.6853,58.452114,466.29666
-11.5,-27.928535,-3041.9167,57.537796,461.28894
-11.4,-27.381987,-2963.3708,56.527687,457.33078
-11.3,-27.10486,-2886.1584,56.374172,452.9461
-11.2,-27.284037,-2809.9658,55.841515,449.727
-11.1,-26.855562,-2735.4565,55.33141,445.3952
-11.0,-27.453278,-2661.6118,55.396618,441.09314
-10.9,-26.821499,-2589.6045,54.65072,437.2136
-10.8,-26.899527,-2519.7737,53.540127,432.6608
-10.7,-26.291126,-2450.486,53.910507,428.3286
-10.6,-26.351233,-2381.5671,52.991592,425.08804
-10.5,-25.930012,-2315.3784,52.836918,421.0459
-10.4,-25.301222,-2249.5078,52.01544,416.84232
-10.3,-25.463093,-2185.3489,51.127144,412.27686
-10.2,-24.990276,-2122.7925,51.183815,409.21976
-10.1,-25.503315,-2060.94,50.134796,404.37924
-10.0,-24.851206,-2000.0396,49.659405,401.2517
-9.9,-24.702164,-1940.3606,49.725094,397.33252
-9.8,-24.157104,-1882.8137,49.26612,393.39084
-9.7,-24.294022,-1825.1808,48.665127,389.1095
-9.6,-23.978096,-1769.178,48.249104,385.51736
-9.5,-24.403955,-1714.7048,47.173923,381.6363
-9.4,-23.739416,-1661.0466,47.08832,377.22003
-9.3,-23.51287,-1609.0009,46.055157,373.68466
-9.2,-23.457594,-1557.081,45.891514,369.41968
-9.1,-22.82419,-1506.8774,45.35853,365.5292
-9.0,-23.250015,-1457.9495,44.86046,362.25403
-8.9,-22.979193,-1410.0637,44.96215,358.078
-8.8,-22.581635,-1362.6335,44.49507,354.51575
-8.7,-22.355803,-1316.7395,43.83593,350.81268
-8.6,-21.80114,-1272.2129,43.349945,347.05127
-8.5,-22.071465,-1228.4868,42.919273,342.87488
-8.4,-21.910557,-1185.4872,41.664337,339.1299
-8.3,-21.379179,-1143.1812,41.625027,334.93448
-8.2,-21.356758,-1102.871,41.141727,331.16513
-8.1,-21.401426,-1063.0354,40.059364,327.74396
-8.0,-21.461487,-1023.6224,40.15521,323.84955
-7.9,-20.898449,-985.6917,39.32289,320.795
-7.8,-20.5294,-948.73663,39.31796,316.90247
-7.7,-20.108995,-913.39795,38.01448,312.72977
-7.6,-20.344944,-878.3278,37.705296,309.80865
-7.5,-20.01338,-843.5431,37.831043,306.20615
-7.4,-19.561605,-810.19165,37.36343,302.7397
-7.3,-19.84066,-778.2001,36.14477,298.97855
-7.2,-19.861658,-746.52734,35.915516,294.9478
-7.1,-19.164177,-715.97656,35.246586,291.56128
-7.0,-18.745348,-686.4398,35.31472,287.97073
-6.9,-18.519957,-657.1047,34.205383,284.56793
-6.8,-18.428278,-628.507,34.136917,281.56018
-6.7,-18.283491,-601.99036,33.466427,277.79922
-6.6,-17.808064,-574.5598,32.562786,274.38644
-6.5,-17.668598,-549.1299,32.161034,271.48666
-6.4,-17.332897,-524.6146,32.0861,267.66428
-6.3,-17.587029,-500.01044,31.023125,264.91492
-6.2,-17.133448,-476.29895,30.955866,261.81393
-6.1,-17.111599,-454.24484,30.685806,258.70935
-6.0,-16.632729,-432.37982,30.254631,255.36746
-5.9,-16.35276,-410.41965,29.53175,251.7448
-5.8,-16.27668,-390.27924,28.858963,248.9464
-5.7,-16.608498,-370.76096,28.35223,245.3014
-5.6,-16.58828,-351.0543,28.44613,242.4654
-5.5,-16.28027,-332.4832,27.884605,239.36969
-5.4,-15.737358,-314.451,27.314518,236.75578
-5.3,-15.898668,-297.86957,26.213373,233.25972
-5.2,-15.86095,-280.97955,25.789522,230.21254
-5.1,-15.007691,-265.17535,25.18831,227.73811
-5.0,-15.12756,-250.05403,24.552788,224.68227
-4.9,-15.227466,-235.74138,24.14946,221.48009
-4.8,-14.721899,-221.40178,23.51951,219.1643
-4.7,-14.155615,-207.51126,23.3152,216.14648
-4.6,-14.646346,-194.87524,23.096115,213.72603
-4.5,-14.28783,-182.07802,22.315088,210.5222
-4.4,-14.112999,-169.98657,21.924675,207.52342
-4.3,-13.347662,-158.73898,21.929445,204.64954
-4.2,-13.297342,-148.4044,21.254705,202.03592
-4.1,-13.164119,-137.4187,20.232267,198.8871
-4.0,-12.981314,-128.0457,19.562326,196.7542
-3.9,-12.675683,-118.27168,19.7422,193.98283
-3.8,-12.192795,-110.14063,18.625784,191.19397
-3.7,-12.550931,-101.09655,18.989902,188.13258
-3.6,-12.457998,-93.368004,17.6399,185.38982
-3.5,-12.359129,-86.148186,17.509214,182.70741
-3.4,-12.184886,-78.296814,17.305346,180.06299
-3.3,-11.351111,-71.7599,16.831747,178.35887
-3.2,-11.182367,-65.57432,16.064396,174.9699
-3.1,-10.884745,-59.903828,15.326105,172.29813
-3.0,-11.132773,-54.498898,15.181301,170.17853
-2.9,-11.094109,-48.545578,14.938964,167.8512
-2.8,-10.706893,-43.959026,14.113911,164.98068
-2.7,-10.310346,-39.237312,13.730729,161.71675
-2.6,-10.487161,-34.966625,12.908285,159.30449
-2.5,-10.179159,-30.918287,12.951821,156.77803
-2.4,-10.293268,-27.21212,11.641983,154.76001
-2.3,-9.322355,-24.15594,11.695067,152.2337
-2.2,-9.338931,-21.444782,10.760074,149.2638
-2.1,-9.351798,-18.731234,10.977718,146.56465
-2.0,-8.642757,-16.440636,9.766602,144.69261
-1.9,-8.7870865,-13.23044,9.786685,142.39015
-1.8,-8.6536875,-12.035927,8.723444,139.39069
-1.7,-8.845174,-9.53772,8.922908,137.40887
-1.6,-8.024246,-8.246859,7.775065,134.93274
-1.5,-7.6622705,-6.4678082,7.762756,132.09932
-1.4,-7.451262,-5.473793,6.917714,129.6215
-1.3,-8.073073,-4.3034263,6.599638,127.494446
-1.2,-7.624807,-3.116682,5.922185,124.88389
-1.1,-6.8627706,-2.7443602,5.405366,122.26654
-1.0,-6.6626935,-1.8646985,5.3396773,119.959915
-0.9,-6.790425,-1.1103085,4.7034745,118.3658
-0.8,-6.4544077,-0.96097934,3.6320505,116.19847
-0.7,-6.8813953,-0.91693103,3.8590372,114.07122
-0.6,-5.8156366,-0.3730414,2.6553535,111.85515
-0.5,-5.5358205,0.037469175,2.7583456,109.4502
-0.4,-5.660374,-0.40952796,2.153987,106.83505
-0.3,-5.976617,-0.18005289,1.7940962,105.18857
-0.2,-5.3598294,0.3414899,1.4268377,103.23432
-0.1,-5.0876603,0.31490213,0.47525218,101.10627
2.842171e-13,-5.395151,-0.36569896,-0.30759788,99.451324
0.1,-5.0035744,0.23298572,0.044192348,96.77262
0.2,-4.5314617,0.008048699,0.695064,95.33676
0.3,-4.799989,-0.26855776,1.4535967,93.550896
0.4,-4.130924,-0.057782587,1.6458466,91.62058
0.5,-3.855581,0.46880114,2.2125382,89.561775
0.6,-4.253161,0.57635,3.0363755,87.64919
0.7,-3.8017764,0.7784867,3.393124,86.11241
0.8,-3.6237519,0.924296,3.967675,83.90473
0.9,-3.1150203,1.8347155,4.2844553,81.69504
1.0,-3.3270984,2.2275715,5.3001056,80.869064
1.1,-3.2414699,2.9358952,5.1446733,78.98122
1.2,-2.8857257,3.6926925,5.5963025,77.291245
1.3,-2.6049383,4.146453,6.657604,74.93844
1.4,-2.5625372,5.2969403,7.0161843,74.11666
1.5,-1.6917788,6.270676,7.0683856,72.47835
1.6,-1.4653761,7.901032,8.464811,71.05614
1.7,-1.9975591,9.986517,8.163912,68.79605
1.8,-1.2800585,11.652556,9.056147,67.7839
1.9,-0.91203475,13.469578,9.720741,65.836205
2.0,-1.2120949,15.697641,10.476602,64.29998
2.1,-1.1034707,18.595478,10.80886,62.850765
2.2,-0.8140547,21.77481,11.381393,61.783012
2.3,-0.33190203,24.23826,11.946233,60.0893
2.4,0.09188771,27.971361,12.018673,58.252556
2.5,-0.16814248,31.696903,12.648813,57.43387
2.6,0.034154933,35.344273,13.430304,55.49318
2.7,0.11438007,39.603973,13.349541,53.799175
2.8,0.3421652,43.96778,13.952687,53.044525
2.9,0.5486801,48.621254,14.033558,51.5061
3.0,0.77308625,53.568745,14.958849,49.627136
3.1,1.5301938,59.76511,15.06092,48.97242
3.2,1.7722063,65.86679,15.695335,46.765446
3.3,1.5790944,71.71022,16.45906,45.470486
3.4,2.0347533,78.81827,16.519588,44.546036
3.5,2.1669905,85.403915,17.974937,43.00807
3.6,2.6904821,92.84224,17.502026,42.340942
3.7,2.3906581,100.86964,18.11371,40.2084
3.8,2.100779,109.36287,19.403967,39.209606
3.9,2.8729568,118.35969,19.94529,37.60588
4.0,3.418015,128.42453,19.730625,36.978916
4.1,2.8482835,138.12503,20.910408,35.82829
4.2,2.9537008,147.72116,21.238039,34.552235
4.3,3.6419778,159.08833,21.165085,33.220013
4.4,4.265741,169.94182,21.782143,31.725233
4.5,4.008899,182.58247,22.069466,30.304895
4.6,3.7222936,194.8732,22.68778,29.742687
4.7,4.274098,208.11002,23.267647,28.264437
4.8,5.0618944,221.6016,23.504873,27.154749
4.9,4.752725,235.05336,24.42293,25.773775
5.0,4.905665,250.3336,25.224699,24.794209
5.1,4.8713007,265.00754,25.655087,23.963673
5.2,5.7165895,281.01184,26.23071,22.072887
5.3,5.103345,297.45468,26.09131,21.961351
5.4,5.736775,315.0401,27.20083,21.001308
5.5,6.377877,333.00378,27.05729,19.52057
5.6,6.5307937,351.46548,27.833447,18.87061
5.7,6.0772567,370.1732,28.593563,17.724815
5.8,6.339171,389.7792,28.52428,16.787708
5.9,6.8272033,411.07748,29.403913,16.056564
6.0,6.673313,431.69946,30.380116,15.210613
6.1,6.755299,454.10114,30.600937,14.201845
6.2,7.423082,477.02863,31.454123,13.336014
6.3,8.067202,499.68115,31.2491,12.784313
6.4,7.80123,523.9182,31.750387,11.772338
6.5,7.658832,549.0036,32.676838,10.955556
6.6,8.568339,574.4985,32.51542,10.445071
6.7,8.771383,601.7586,33.401024,10.068517
6.8,8.470425,628.7006,34.35043,9.222325
6.9,8.527624,657.28845,34.932636,9.228201
7.0,9.044036,686.3899,34.754677,8.187652
7.1,8.830833,715.56,35.297585,7.8752565
7.2,9.431941,746.8428,36.422268,7.030091
7.3,9.448816,777.70197,36.671474,6.798119
7.4,9.402386,810.0036,36.6268,5.927882
7.5,9.856429,843.9888,37.264534,6.2560086
7.6,10.406261,878.0819,37.943096,5.7789245
7.7,10.483953,912.82623,38.012424,4.819468
7.8,10.903358,949.1458,38.60413,4.7285256
7.9,10.323647,986.30237,39.930634,4.20937
8.0,11.236141,1024.2325,40.358112,4.119519
8.1,10.920326,1062.6277,40.66814,3.3694506
8.2,11.796623,1103.0417,40.860924,3.7972562
8.3,11.598334,1143.8048,41.220318,3.4973335
8.4,12.0387945,1185.5217,41.951843,2.5839827
8.5,11.842022,1228.3228,42.152855,2.390747
8.6,12.522043,1272.0402,42.544807,2.2551057
8.7,12.855869,1316.7098,43.987335,2.6373868
8.8,13.009679,1363.3068,43.661743,1.8718067
8.9,13.061979,1410.1509,44.658703,1.610579
9.0,12.668264,1457.5944,44.908535,1.749655
9.1,13.317889,1506.796,45.001057,2.166051
9.2,13.345668,1557.746,45.805813,1.6625733
9.3,13.506583,1608.8472,46.671005,1.8769232
9.4,13.535542,1660.9835,47.366234,1.0995753
9.5,13.862246,1714.5338,47.56391,0.8855721
9.6,13.964414,1769.4869,48.30456,0.71895754
9.7,14.237361,1825.1898,48.365276,0.80129576
9.8,14.368036,1882.883,49.27811,0.6776254
9.9,15.271646,1940.1332,49.246155,0.6593184
10.0,15.245541,1999.9031,50.235046,0.9532806
10.1,15.193747,2060.8538,50.790752,1.2285326
10.2,15.326085,2122.732,50.98844,0.2837537
10.3,15.681278,2185.603,51.413197,0.6681263
10.4,16.055222,2249.835,51.77788,1.2150499
10.5,15.516224,2315.5847,52.517487,0.60221493
10.6,15.9585705,2382.3892,53.25238,0.6214623
10.7,16.856203,2450.374,53.41953,0.72492594
10.8,16.630577,2519.2944,54.252342,0.60344225
10.9,16.631283,2589.6921,54.276386,0.4716834
11.0,16.940863,2662.1104,54.68714,0.5516239
11.1,17.357515,2735.2817,55.57471,1.535253
11.2,17.113403,2809.6313,56.443607,1.7269373
11.3,17.639929,2885.613,56.123325,1.27288
11.4,18.28821,2962.6758,56.594975,1.4601041
11.5,17.838253,3041.5444,57.94431,2.1505957
11.6,17.915905,3121.807,57.864426,2.4530191
11.7,18.884508,3203.6877,58.487362,2.4473364
11.8,18.396336,3285.5837,59.009537,2.8112354
11.9,18.624561,3369.9924,59.503086,2.4392986
12.0,19.027494,3456.2346,60.412907,3.431336
12.1,19.39343,3543.3584,60.566902,3.5065122
12.2,19.568026,3631.3481,61.05232,3.6626382
12.3,19.230003,3721.4985,61.940945,4.7884665
12.4,20.15367,3813.3696,62.485855,4.9654484
12.5,20.25169,3905.9768,62.97045,5.1394124
12.6,19.717548,4000.7922,62.5022,5.4382243
12.7,20.673906,4096.5547,63.87355,5.9373064
12.8,21.09865,4194.766,63.993107,6.806631
12.9,20.5579,4292.91,64.42855,7.667781
13.0,20.598501,4393.5957,65.3833,8.324691
13.1,20.712814,4496.047,65.00611,8.68141
13.2,21.850136,4599.9927,65.80682,9.059501
13.3,21.546925,4705.719,66.07462,10.4398365
13.4,22.004425,4811.896,67.03218,11.291765
13.5,22.498127,4921.089,67.28333,11.440074
13.6,22.567713,5031.2188,68.048485,12.193721
13.7,21.934498,5143.2036,68.0316,12.987708
13.8,22.283297,5256.625,69.2234,14.4890375
13.9,22.754929,5371.4136,69.368256,14.515507
14.0,22.586683,5487.677,70.12506,16.345198
14.1,23.44767,5606.473,70.82975,16.979795
14.2,23.670996,5726.212,70.88342,17.738539
14.3,23.925362,5848.667,71.3628,18.209484
14.4,23.807688,5971.5186,72.07946,19.49972
14.5,23.52467,6097.648,72.73531,20.328037
14.6,24.591185,6224.29,73.0586,21.331665
14.7,24.896029,6353.248,73.81486,23.094545
14.8,24.577204,6483.6387,74.22524,23.546997
14.9,24.722559,6615.523,74.009895,24.920847
15.0,24.871653,6749.6826,75.430214,25.807438
15.1,24.905693,6886.1353,75.22872,26.659164
15.2,25.614841,7023.5864,76.1867,27.913784
15.3,25.335499,7163.1313,76.49628,28.791384
15.4,26.281654,7304.923,76.74465,29.937378
15.5,26.333672,7447.8027,77.82526,30.751514
15.6,26.046892,7592.612,78.04847,32.130257
15.7,26.455336,7740.23,78.02457,33.21023
15.8,26.368628,7888.967,79.47276,34.59991
15.9,27.15283,8039.2373,79.86095,35.866
16.0,27.129084,8191.616,79.8729,37.21782
16.1,26.751871,8346.723,80.76296,37.681404
16.2,27.36485,8502.828,80.804825,38.905994
16.3,27.477352,8661.496,81.41493,40.210957
16.4,28.295033,8821.42,82.44391,41.60834
16.5,28.441545,8984.257,82.51089,43.015625
16.6,27.706556,9148.443,83.18286,43.751213
16.7,28.750156,9314.479,83.30909,45.461464
16.8,28.70776,9483.183,84.30296,46.493694
16.9,28.504154,9653.318,84.44001,47.531292
17.0,28.578192,9826.228,84.63577,49.401424
17.1,29.446218,10000.62,85.30306,50.120823
17.2,29.518734,10176.584,86.214966,51.566555
17.3,29.337793,10355.69,86.75623,53.56638
17.4,29.559355,10536.49,87.33917,54.964657
17.5,30.382164,10718.677,87.65341,56.241364
17.6,29.750975,10904.044,87.617615,57.525143
17.7,30.73722,11090.118,88.87676,59.094006
17.8,30.661835,11279.324,89.19227,60.50199
17.9,30.847145,11470.894,89.2391,61.595287
18.0,31.090006,11663.734,90.0789,63.641296
18.1,31.40743,11859.015,90.0714,64.614426
18.2,31.137447,12056.959,90.97422,66.67435
18.3,31.376091,12256.522,91.5396,68.44134
18.4,32.177235,12458.709,92.14657,69.571884
18.5,32.397163,12663.301,92.87676,71.29373
18.6,32.125023,12869.295,92.57208,72.54649
18.7,32.265812,13078.676,93.251274,74.93135
18.8,32.883892,13289.322,93.718636,75.997505
18.9,33.100853,13502.5,94.034256,78.684395
19.0,32.779934,13718.116,94.960846,79.53923
19.1,33.43027,13935.828,95.57979,81.42586
19.2,32.966526,14155.423,95.83025,83.5419
19.3,33.485565,14377.99,96.24772,85.2605
19.4,34.072723,14602.365,97.15841,87.965195
19.5,34.15051,14829.701,97.719,89.044914
19.6,33.875698,15058.578,98.09285,91.52288
19.7,33.952816,15291.142,98.50072,93.63963
19.8,34.51727,15524.978,99.343155,95.835785
19.9,34.63903,15761.66,99.192604,97.69748
